:TYPE,:START_ID(Person),rank:long,:END_ID(Person)
RANKED,3130, 1, 4500
RANKED,3130, 2, 2425
RANKED,3130, 3, 8679
RANKED,3130, 4, 9762
RANKED,3130, 5, 2695
RANKED,3131, 0, 6018
RANKED,3132, 0, 7415
RANKED,3132, 1, 2124
RANKED,3133, 0, 3411
RANKED,3133, 1, 3414
RANKED,3133, 2, 2245
RANKED,3133, 3, 5230
RANKED,3133, 4, 4755
RANKED,3134, 0, 4316
RANKED,3134, 1, 9674
RANKED,3134, 2, 2123
RANKED,3134, 3, 6729
RANKED,3134, 4, 7702
RANKED,3134, 5, 7504
RANKED,3134, 6, 8454
RANKED,3135, 0, 6025
RANKED,3135, 1, 2067
RANKED,3135, 2, 6394
RANKED,3135, 3, 2304
RANKED,3135, 4, 9447
RANKED,3135, 5, 574
RANKED,3136, 0, 1941
RANKED,3136, 1, 2094
RANKED,3136, 2, 1253
RANKED,3136, 3, 5838
RANKED,3136, 4, 9873
RANKED,3136, 5, 6312
RANKED,3136, 6, 6543
RANKED,3137, 0, 3141
RANKED,3137, 1, 4806
RANKED,3137, 2, 9666
RANKED,3137, 3, 2816
RANKED,3137, 4, 6604
RANKED,3138, 0, 682
RANKED,3138, 1, 5385
RANKED,3138, 2, 9444
RANKED,3138, 3, 8247
RANKED,3138, 4, 2320
RANKED,3138, 5, 8456
RANKED,3138, 6, 1717
RANKED,3139, 0, 3733
RANKED,3139, 1, 8425
RANKED,3139, 2, 9973
RANKED,3139, 3, 5324
RANKED,3139, 4, 2450
RANKED,3139, 5, 1948
RANKED,3139, 6, 9122
RANKED,3140, 0, 4256
RANKED,3140, 1, 7116
RANKED,3140, 2, 6408
RANKED,3140, 3, 3552
RANKED,3141, 0, 7184
RANKED,3141, 1, 2293
RANKED,3141, 2, 1584
RANKED,3141, 3, 3735
RANKED,3141, 4, 3350
RANKED,3142, 0, 347
RANKED,3142, 1, 5346
RANKED,3143, 0, 1548
RANKED,3143, 1, 4443
RANKED,3143, 2, 6198
RANKED,3143, 3, 6385
RANKED,3143, 4, 6117
RANKED,3143, 5, 9051
RANKED,3143, 6, 9944
RANKED,3143, 7, 2837
RANKED,3143, 8, 2885
RANKED,3144, 0, 2993
RANKED,3144, 1, 5289
RANKED,3144, 2, 6539
RANKED,3144, 3, 8116
RANKED,3144, 4, 4684
RANKED,3144, 5, 2672
RANKED,3144, 6, 2331
RANKED,3144, 7, 4556
RANKED,3145, 0, 6518
RANKED,3145, 1, 2318
RANKED,3145, 2, 7255
RANKED,3145, 3, 4354
RANKED,3146, 0, 1708
RANKED,3147, 0, 6221
RANKED,3147, 1, 4693
RANKED,3147, 2, 6503
RANKED,3147, 3, 777
RANKED,3147, 4, 706
RANKED,3148, 0, 7803
RANKED,3148, 1, 9578
RANKED,3148, 2, 7691
RANKED,3148, 3, 1355
RANKED,3148, 4, 2457
RANKED,3149, 0, 9028
RANKED,3149, 1, 2804
RANKED,3149, 2, 6495
RANKED,3149, 3, 2666
RANKED,3149, 4, 2551
RANKED,3149, 5, 2059
RANKED,3149, 6, 4274
RANKED,3150, 0, 6370
RANKED,3150, 1, 4961
RANKED,3150, 2, 3660
RANKED,3150, 3, 112
RANKED,3150, 4, 431
RANKED,3150, 5, 4210
RANKED,3150, 6, 4203
RANKED,3151, 0, 9349
RANKED,3151, 1, 7358
RANKED,3151, 2, 4775
RANKED,3151, 3, 4128
RANKED,3151, 4, 1985
RANKED,3151, 5, 6900
RANKED,3151, 6, 1507
RANKED,3151, 7, 4859
RANKED,3151, 8, 8499
RANKED,3151, 9, 872
RANKED,3152, 0, 1190
RANKED,3153, 0, 1955
RANKED,3154, 0, 9410
RANKED,3154, 1, 1470
RANKED,3154, 2, 6914
RANKED,3154, 3, 1090
RANKED,3154, 4, 9575
RANKED,3154, 5, 2068
RANKED,3155, 0, 4945
RANKED,3155, 1, 7513
RANKED,3155, 2, 2384
RANKED,3156, 0, 1199
RANKED,3156, 1, 399
RANKED,3156, 2, 3071
RANKED,3156, 3, 6157
RANKED,3156, 4, 7756
RANKED,3156, 5, 9945
RANKED,3157, 0, 5494
RANKED,3157, 1, 1325
RANKED,3157, 2, 4895
RANKED,3157, 3, 3271
RANKED,3157, 4, 9186
RANKED,3157, 5, 784
RANKED,3157, 6, 4647
RANKED,3157, 7, 4126
RANKED,3157, 8, 3193
RANKED,3158, 0, 7237
RANKED,3158, 1, 6970
RANKED,3158, 2, 5507
RANKED,3158, 3, 3959
RANKED,3158, 4, 1590
RANKED,3158, 5, 5740
RANKED,3158, 6, 2716
RANKED,3159, 0, 282
RANKED,3159, 1, 9465
RANKED,3159, 2, 8886
RANKED,3159, 3, 9255
RANKED,3159, 4, 424
RANKED,3159, 5, 1336
RANKED,3159, 6, 8373
RANKED,3160, 0, 9651
RANKED,3160, 1, 1029
RANKED,3160, 2, 6150
RANKED,3160, 3, 8453
RANKED,3160, 4, 5834
RANKED,3160, 5, 2779
RANKED,3160, 6, 2568
RANKED,3160, 7, 9088
RANKED,3160, 8, 419
RANKED,3161, 0, 8249
RANKED,3161, 1, 1031
RANKED,3161, 2, 9120
RANKED,3161, 3, 8661
RANKED,3161, 4, 3249
RANKED,3162, 0, 7650
RANKED,3162, 1, 3193
RANKED,3162, 2, 2492
RANKED,3162, 3, 2626
RANKED,3162, 4, 4862
RANKED,3163, 0, 5063
RANKED,3163, 1, 9313
RANKED,3163, 2, 4020
RANKED,3163, 3, 172
RANKED,3163, 4, 3087
RANKED,3163, 5, 8938
RANKED,3163, 6, 1451
RANKED,3163, 7, 9708
RANKED,3163, 8, 8606
RANKED,3163, 9, 8434
RANKED,3163, 10, 2157
RANKED,3163, 11, 7021
RANKED,3164, 0, 9
RANKED,3164, 1, 3910
RANKED,3164, 2, 1088
RANKED,3164, 3, 2591
RANKED,3164, 4, 7773
RANKED,3164, 5, 628
RANKED,3164, 6, 6475
RANKED,3164, 7, 2244
RANKED,3164, 8, 3419
RANKED,3165, 0, 3024
RANKED,3165, 1, 9313
RANKED,3165, 2, 8355
RANKED,3166, 0, 4268
RANKED,3166, 1, 49
RANKED,3166, 2, 2352
RANKED,3166, 3, 2785
RANKED,3167, 0, 2504
RANKED,3167, 1, 1337
RANKED,3167, 2, 8294
RANKED,3167, 3, 6167
RANKED,3167, 4, 8948
RANKED,3167, 5, 50
RANKED,3168, 0, 9605
RANKED,3168, 1, 9533
RANKED,3168, 2, 4183
RANKED,3168, 3, 4710
RANKED,3168, 4, 1719
RANKED,3168, 5, 1360
RANKED,3169, 0, 5876
RANKED,3169, 1, 8924
RANKED,3169, 2, 3802
RANKED,3170, 0, 3766
RANKED,3170, 1, 8169
RANKED,3170, 2, 2673
RANKED,3170, 3, 1554
RANKED,3170, 4, 9920
RANKED,3170, 5, 9739
RANKED,3170, 6, 1656
RANKED,3170, 7, 5399
RANKED,3170, 8, 3675
RANKED,3171, 0, 2404
RANKED,3171, 1, 2446
RANKED,3171, 2, 9855
RANKED,3172, 0, 3996
RANKED,3172, 1, 2765
RANKED,3172, 2, 5347
RANKED,3173, 0, 7703
RANKED,3173, 1, 7804
RANKED,3173, 2, 601
RANKED,3173, 3, 6208
RANKED,3173, 4, 1536
RANKED,3173, 5, 530
RANKED,3173, 6, 9094
RANKED,3174, 0, 5202
RANKED,3174, 1, 120
RANKED,3174, 2, 1915
RANKED,3174, 3, 3193
RANKED,3174, 4, 1629
RANKED,3174, 5, 3672
RANKED,3174, 6, 2813
RANKED,3174, 7, 5877
RANKED,3174, 8, 5997
RANKED,3174, 9, 7430
RANKED,3175, 0, 9689
RANKED,3175, 1, 5694
RANKED,3175, 2, 3325
RANKED,3175, 3, 524
RANKED,3176, 0, 1446
RANKED,3176, 1, 7242
RANKED,3176, 2, 1225
RANKED,3176, 3, 1329
RANKED,3176, 4, 8422
RANKED,3176, 5, 9919
RANKED,3176, 6, 9853
RANKED,3176, 7, 2883
RANKED,3177, 0, 7836
RANKED,3177, 1, 9464
RANKED,3178, 0, 7650
RANKED,3178, 1, 824
RANKED,3178, 2, 2562
RANKED,3179, 0, 5963
RANKED,3179, 1, 9311
RANKED,3180, 0, 2173
RANKED,3180, 1, 9056
RANKED,3180, 2, 3990
RANKED,3180, 3, 6435
RANKED,3180, 4, 24
RANKED,3180, 5, 4757
RANKED,3180, 6, 4522
RANKED,3181, 0, 9261
RANKED,3181, 1, 8487
RANKED,3181, 2, 324
RANKED,3181, 3, 1520
RANKED,3181, 4, 1072
RANKED,3181, 5, 1884
RANKED,3182, 0, 264
RANKED,3182, 1, 8215
RANKED,3182, 2, 5604
RANKED,3182, 3, 8938
RANKED,3182, 4, 1207
RANKED,3183, 0, 7368
RANKED,3183, 1, 9881
RANKED,3183, 2, 137
RANKED,3183, 3, 7257
RANKED,3183, 4, 2568
RANKED,3183, 5, 2710
RANKED,3184, 0, 254
RANKED,3184, 1, 4347
RANKED,3184, 2, 3131
RANKED,3184, 3, 9262
RANKED,3184, 4, 7776
RANKED,3184, 5, 2887
RANKED,3184, 6, 8696
RANKED,3185, 0, 7877
RANKED,3185, 1, 6628
RANKED,3186, 0, 436
RANKED,3186, 1, 9217
RANKED,3186, 2, 8717
RANKED,3187, 0, 580
RANKED,3187, 1, 8686
RANKED,3187, 2, 519
RANKED,3187, 3, 4133
RANKED,3187, 4, 7158
RANKED,3187, 5, 3454
RANKED,3187, 6, 9810
RANKED,3187, 7, 5234
RANKED,3187, 8, 668
RANKED,3188, 0, 5552
RANKED,3188, 1, 1672
RANKED,3188, 2, 2312
RANKED,3188, 3, 1071
RANKED,3188, 4, 7961
RANKED,3188, 5, 1845
RANKED,3188, 6, 9247
RANKED,3188, 7, 5656
RANKED,3188, 8, 1706
RANKED,3188, 9, 2262
RANKED,3189, 0, 712
RANKED,3189, 1, 1694
RANKED,3189, 2, 4968
RANKED,3189, 3, 5043
RANKED,3189, 4, 55
RANKED,3189, 5, 9612
RANKED,3189, 6, 9026
RANKED,3190, 0, 6915
RANKED,3190, 1, 6416
RANKED,3190, 2, 153
RANKED,3190, 3, 5816
RANKED,3190, 4, 3723
RANKED,3190, 5, 157
RANKED,3190, 6, 1069
RANKED,3191, 0, 3773
RANKED,3191, 1, 830
RANKED,3191, 2, 1694
RANKED,3191, 3, 8940
RANKED,3191, 4, 5748
RANKED,3191, 5, 7656
RANKED,3191, 6, 1587
RANKED,3191, 7, 7349
RANKED,3191, 8, 2210
RANKED,3192, 0, 9005
RANKED,3192, 1, 6339
RANKED,3192, 2, 1583
RANKED,3192, 3, 9115
RANKED,3193, 0, 8333
RANKED,3193, 1, 7395
RANKED,3193, 2, 3162
RANKED,3193, 3, 9023
RANKED,3193, 4, 6587
RANKED,3193, 5, 2826
RANKED,3193, 6, 9141
RANKED,3193, 7, 4294
RANKED,3194, 0, 8837
RANKED,3194, 1, 2271
RANKED,3194, 2, 7760
RANKED,3194, 3, 1274
RANKED,3194, 4, 1526
RANKED,3194, 5, 7187
RANKED,3194, 6, 3397
RANKED,3194, 7, 3645
RANKED,3194, 8, 1156
RANKED,3194, 9, 1174
RANKED,3195, 0, 8193
RANKED,3195, 1, 241
RANKED,3195, 2, 7158
RANKED,3196, 0, 2764
RANKED,3196, 1, 3101
RANKED,3196, 2, 260
RANKED,3196, 3, 773
RANKED,3197, 0, 9994
RANKED,3197, 1, 7026
RANKED,3197, 2, 5896
RANKED,3197, 3, 3692
RANKED,3197, 4, 3120
RANKED,3197, 5, 7350
RANKED,3197, 6, 5071
RANKED,3197, 7, 1708
RANKED,3198, 0, 8475
RANKED,3198, 1, 5346
RANKED,3198, 2, 6704
RANKED,3198, 3, 1844
RANKED,3198, 4, 8791
RANKED,3198, 5, 3416
RANKED,3198, 6, 5226
RANKED,3198, 7, 9530
RANKED,3198, 8, 264
RANKED,3198, 9, 3254
RANKED,3198, 10, 6538
RANKED,3198, 11, 3702
RANKED,3199, 0, 4440
RANKED,3199, 1, 7132
RANKED,3199, 2, 5155
RANKED,3199, 3, 3369
RANKED,3199, 4, 6491
RANKED,3199, 5, 1002
RANKED,3200, 0, 8400
RANKED,3200, 1, 9058
RANKED,3200, 2, 8661
RANKED,3200, 3, 8256
RANKED,3200, 4, 550
RANKED,3200, 5, 2298
RANKED,3200, 6, 3541
RANKED,3200, 7, 7010
RANKED,3200, 8, 5259
RANKED,3201, 0, 5306
RANKED,3201, 1, 6225
RANKED,3201, 2, 4363
RANKED,3201, 3, 5929
RANKED,3202, 0, 4653
RANKED,3202, 1, 9296
RANKED,3202, 2, 4875
RANKED,3202, 3, 896
RANKED,3202, 4, 360
RANKED,3202, 5, 291
RANKED,3203, 0, 567
RANKED,3203, 1, 4855
RANKED,3203, 2, 1596
RANKED,3203, 3, 7233
RANKED,3203, 4, 1520
RANKED,3204, 0, 6096
RANKED,3204, 1, 7286
RANKED,3204, 2, 3969
RANKED,3204, 3, 6129
RANKED,3204, 4, 255
RANKED,3204, 5, 5800
RANKED,3204, 6, 8513
RANKED,3204, 7, 9142
RANKED,3204, 8, 6742
RANKED,3204, 9, 5071
RANKED,3204, 10, 1740
RANKED,3204, 11, 9668
RANKED,3204, 12, 5314
RANKED,3204, 13, 4176
RANKED,3205, 0, 6180
RANKED,3205, 1, 128
RANKED,3205, 2, 1330
RANKED,3205, 3, 2418
RANKED,3206, 0, 6008
RANKED,3206, 1, 2574
RANKED,3206, 2, 8209
RANKED,3206, 3, 8290
RANKED,3206, 4, 9113
RANKED,3206, 5, 2016
RANKED,3206, 6, 7213
RANKED,3207, 0, 5312
RANKED,3207, 1, 2986
RANKED,3207, 2, 6232
RANKED,3207, 3, 1835
RANKED,3207, 4, 6024
RANKED,3207, 5, 265
RANKED,3207, 6, 2684
RANKED,3207, 7, 7200
RANKED,3208, 0, 1786
RANKED,3208, 1, 4662
RANKED,3208, 2, 1739
RANKED,3208, 3, 4567
RANKED,3208, 4, 7198
RANKED,3209, 0, 1685
RANKED,3209, 1, 7986
RANKED,3209, 2, 8015
RANKED,3209, 3, 9304
RANKED,3209, 4, 6062
RANKED,3209, 5, 2876
RANKED,3209, 6, 6999
RANKED,3209, 7, 3424
RANKED,3209, 8, 4667
RANKED,3210, 0, 4666
RANKED,3210, 1, 4583
RANKED,3210, 2, 391
RANKED,3210, 3, 6061
RANKED,3210, 4, 3916
RANKED,3210, 5, 2850
RANKED,3211, 0, 6169
RANKED,3211, 1, 5060
RANKED,3211, 2, 5792
RANKED,3211, 3, 6999
RANKED,3211, 4, 6585
RANKED,3212, 0, 2433
RANKED,3213, 0, 3935
RANKED,3213, 1, 5694
RANKED,3213, 2, 1673
RANKED,3213, 3, 9299
RANKED,3214, 0, 7913
RANKED,3214, 1, 3781
RANKED,3214, 2, 7600
RANKED,3214, 3, 2767
RANKED,3214, 4, 6102
RANKED,3215, 0, 822
RANKED,3215, 1, 3452
RANKED,3215, 2, 634
RANKED,3215, 3, 4831
RANKED,3215, 4, 9343
RANKED,3215, 5, 7555
RANKED,3216, 0, 2933
RANKED,3216, 1, 2664
RANKED,3216, 2, 3005
RANKED,3217, 0, 5960
RANKED,3217, 1, 2326
RANKED,3217, 2, 171
RANKED,3217, 3, 9075
RANKED,3217, 4, 454
RANKED,3217, 5, 9217
RANKED,3217, 6, 8652
RANKED,3217, 7, 5428
RANKED,3217, 8, 2656
RANKED,3217, 9, 4268
RANKED,3217, 10, 8629
RANKED,3218, 0, 735
RANKED,3218, 1, 4989
RANKED,3218, 2, 686
RANKED,3218, 3, 912
RANKED,3218, 4, 1773
RANKED,3218, 5, 5852
RANKED,3218, 6, 2939
RANKED,3219, 0, 5049
RANKED,3219, 1, 840
RANKED,3219, 2, 1812
RANKED,3219, 3, 1287
RANKED,3219, 4, 4855
RANKED,3219, 5, 9971
RANKED,3219, 6, 1850
RANKED,3219, 7, 5934
RANKED,3220, 0, 3993
RANKED,3220, 1, 6955
RANKED,3220, 2, 7649
RANKED,3220, 3, 6378
RANKED,3220, 4, 3342
RANKED,3220, 5, 4855
RANKED,3220, 6, 9624
RANKED,3220, 7, 5752
RANKED,3220, 8, 1056
RANKED,3221, 0, 8424
RANKED,3221, 1, 1902
RANKED,3221, 2, 596
RANKED,3221, 3, 5891
RANKED,3221, 4, 3173
RANKED,3221, 5, 3499
RANKED,3221, 6, 8364
RANKED,3221, 7, 7711
RANKED,3221, 8, 7063
RANKED,3221, 9, 1192
RANKED,3221, 10, 8875
RANKED,3222, 0, 9151
RANKED,3222, 1, 887
RANKED,3222, 2, 4749
RANKED,3222, 3, 2496
RANKED,3222, 4, 2933
RANKED,3222, 5, 2345
RANKED,3222, 6, 9206
RANKED,3222, 7, 4445
RANKED,3223, 0, 7221
RANKED,3223, 1, 2266
RANKED,3223, 2, 7718
RANKED,3223, 3, 4404
RANKED,3224, 0, 979
RANKED,3225, 0, 7360
RANKED,3225, 1, 3898
RANKED,3225, 2, 1904
RANKED,3225, 3, 2183
RANKED,3225, 4, 778
RANKED,3225, 5, 346
RANKED,3225, 6, 2280
RANKED,3226, 0, 757
RANKED,3226, 1, 3264
RANKED,3226, 2, 7328
RANKED,3226, 3, 3613
RANKED,3226, 4, 8255
RANKED,3226, 5, 1871
RANKED,3227, 0, 1555
RANKED,3228, 0, 175
RANKED,3228, 1, 1603
RANKED,3228, 2, 6367
RANKED,3228, 3, 3152
RANKED,3228, 4, 2779
RANKED,3229, 0, 4287
RANKED,3229, 1, 587
RANKED,3229, 2, 1671
RANKED,3229, 3, 8474
RANKED,3229, 4, 885
RANKED,3229, 5, 5298
RANKED,3229, 6, 5239
RANKED,3230, 0, 2643
RANKED,3230, 1, 2040
RANKED,3230, 2, 2010
RANKED,3230, 3, 781
RANKED,3230, 4, 3201
RANKED,3230, 5, 1671
RANKED,3231, 0, 4530
RANKED,3231, 1, 2044
RANKED,3231, 2, 2264
RANKED,3231, 3, 5686
RANKED,3231, 4, 9087
RANKED,3232, 0, 9364
RANKED,3232, 1, 4401
RANKED,3233, 0, 7217
RANKED,3233, 1, 2681
RANKED,3233, 2, 9103
RANKED,3233, 3, 926
RANKED,3233, 4, 7806
RANKED,3234, 0, 919
RANKED,3234, 1, 3018
RANKED,3234, 2, 2725
RANKED,3234, 3, 1507
RANKED,3235, 0, 1123
RANKED,3235, 1, 3904
RANKED,3235, 2, 8340
RANKED,3235, 3, 3338
RANKED,3235, 4, 2939
RANKED,3235, 5, 5214
RANKED,3235, 6, 6077
RANKED,3235, 7, 5602
RANKED,3235, 8, 8279
RANKED,3236, 0, 7280
RANKED,3236, 1, 1393
RANKED,3236, 2, 4138
RANKED,3236, 3, 8045
RANKED,3236, 4, 8560
RANKED,3237, 0, 3647
RANKED,3237, 1, 6661
RANKED,3237, 2, 4322
RANKED,3237, 3, 1766
RANKED,3237, 4, 2988
RANKED,3237, 5, 3562
RANKED,3237, 6, 8919
RANKED,3237, 7, 1510
RANKED,3237, 8, 2460
RANKED,3238, 0, 4203
RANKED,3238, 1, 5939
RANKED,3238, 2, 5984
RANKED,3239, 0, 771
RANKED,3240, 0, 2924
RANKED,3240, 1, 8456
RANKED,3240, 2, 2225
RANKED,3240, 3, 7836
RANKED,3240, 4, 792
RANKED,3241, 0, 6121
RANKED,3241, 1, 3499
RANKED,3241, 2, 1439
RANKED,3241, 3, 1722
RANKED,3241, 4, 1181
RANKED,3242, 0, 5620
RANKED,3242, 1, 9489
RANKED,3242, 2, 9676
RANKED,3242, 3, 5348
RANKED,3242, 4, 7080
RANKED,3243, 0, 8071
RANKED,3243, 1, 9777
RANKED,3243, 2, 6344
RANKED,3244, 0, 840
RANKED,3244, 1, 8698
RANKED,3244, 2, 6104
RANKED,3244, 3, 4307
RANKED,3244, 4, 1185
RANKED,3244, 5, 958
RANKED,3244, 6, 8246
RANKED,3244, 7, 2999
RANKED,3244, 8, 8383
RANKED,3245, 0, 8635
RANKED,3245, 1, 7666
RANKED,3245, 2, 8005
RANKED,3245, 3, 6970
RANKED,3246, 0, 8263
RANKED,3246, 1, 5563
RANKED,3246, 2, 2990
RANKED,3246, 3, 3282
RANKED,3246, 4, 3735
RANKED,3246, 5, 7469
RANKED,3247, 0, 9287
RANKED,3247, 1, 9618
RANKED,3247, 2, 5444
RANKED,3247, 3, 8680
RANKED,3248, 0, 206
RANKED,3248, 1, 2374
RANKED,3248, 2, 6184
RANKED,3249, 0, 9283
RANKED,3249, 1, 5877
RANKED,3249, 2, 8593
RANKED,3250, 0, 8035
RANKED,3251, 0, 106
RANKED,3251, 1, 1432
RANKED,3251, 2, 9235
RANKED,3251, 3, 770
RANKED,3251, 4, 3316
RANKED,3251, 5, 837
RANKED,3251, 6, 8453
RANKED,3251, 7, 7301
RANKED,3252, 0, 2285
RANKED,3252, 1, 4834
RANKED,3252, 2, 4591
RANKED,3252, 3, 9407
RANKED,3252, 4, 9954
RANKED,3252, 5, 7564
RANKED,3252, 6, 658
RANKED,3252, 7, 7126
RANKED,3252, 8, 4564
RANKED,3253, 0, 4511
RANKED,3253, 1, 6432
RANKED,3253, 2, 9436
RANKED,3253, 3, 3219
RANKED,3254, 0, 9961
RANKED,3254, 1, 1726
RANKED,3254, 2, 5999
RANKED,3254, 3, 514
RANKED,3254, 4, 7804
RANKED,3255, 0, 1306
RANKED,3256, 0, 6582
RANKED,3256, 1, 3349
RANKED,3256, 2, 5637
RANKED,3256, 3, 492
RANKED,3256, 4, 190
RANKED,3256, 5, 158
RANKED,3256, 6, 1597
RANKED,3257, 0, 2533
RANKED,3257, 1, 2559
RANKED,3257, 2, 3903
RANKED,3257, 3, 1141
RANKED,3257, 4, 2079
RANKED,3258, 0, 8103
RANKED,3258, 1, 2247
RANKED,3258, 2, 3833
RANKED,3258, 3, 6266
RANKED,3258, 4, 18
RANKED,3258, 5, 2665
RANKED,3258, 6, 1105
RANKED,3258, 7, 6192
RANKED,3259, 0, 6866
RANKED,3259, 1, 5369
RANKED,3259, 2, 149
RANKED,3259, 3, 3849
RANKED,3259, 4, 8059
RANKED,3259, 5, 9171
RANKED,3259, 6, 7816
RANKED,3259, 7, 4054
RANKED,3260, 0, 3606
RANKED,3260, 1, 2043
RANKED,3260, 2, 2719
RANKED,3260, 3, 9765
RANKED,3260, 4, 3613
RANKED,3260, 5, 931
RANKED,3260, 6, 9090
RANKED,3260, 7, 4235
RANKED,3260, 8, 2818
RANKED,3261, 0, 3294
RANKED,3261, 1, 7719
RANKED,3261, 2, 164
RANKED,3261, 3, 9273
RANKED,3261, 4, 3805
RANKED,3261, 5, 5374
RANKED,3261, 6, 9969
RANKED,3261, 7, 1463
RANKED,3262, 0, 1149
RANKED,3262, 1, 7372
RANKED,3262, 2, 471
RANKED,3262, 3, 9262
RANKED,3262, 4, 2912
RANKED,3263, 0, 3213
RANKED,3263, 1, 9006
RANKED,3263, 2, 5953
RANKED,3263, 3, 7765
RANKED,3263, 4, 8338
RANKED,3263, 5, 1887
RANKED,3264, 0, 732
RANKED,3264, 1, 947
RANKED,3264, 2, 7333
RANKED,3264, 3, 7714
RANKED,3264, 4, 4735
RANKED,3264, 5, 3459
RANKED,3265, 0, 6275
RANKED,3265, 1, 7579
RANKED,3265, 2, 9096
RANKED,3265, 3, 6716
RANKED,3265, 4, 6960
RANKED,3265, 5, 7349
RANKED,3265, 6, 2916
RANKED,3266, 0, 8496
RANKED,3266, 1, 7039
RANKED,3266, 2, 1094
RANKED,3266, 3, 7304
RANKED,3266, 4, 8655
RANKED,3266, 5, 3588
RANKED,3266, 6, 4803
RANKED,3267, 0, 5040
RANKED,3267, 1, 3395
RANKED,3267, 2, 6722
RANKED,3267, 3, 586
RANKED,3267, 4, 4642
RANKED,3267, 5, 923
RANKED,3267, 6, 5889
RANKED,3268, 0, 1433
RANKED,3268, 1, 7229
RANKED,3268, 2, 6838
RANKED,3269, 0, 2915
RANKED,3269, 1, 1130
RANKED,3269, 2, 5352
RANKED,3269, 3, 9442
RANKED,3269, 4, 922
RANKED,3269, 5, 1
RANKED,3270, 0, 9476
RANKED,3270, 1, 1287
RANKED,3270, 2, 9110
RANKED,3270, 3, 5249
RANKED,3270, 4, 5948
RANKED,3270, 5, 4796
RANKED,3270, 6, 8728
RANKED,3270, 7, 5934
RANKED,3270, 8, 2546
RANKED,3271, 0, 8753
RANKED,3271, 1, 1522
RANKED,3271, 2, 3157
RANKED,3271, 3, 8913
RANKED,3271, 4, 3962
RANKED,3272, 0, 4013
RANKED,3272, 1, 848
RANKED,3272, 2, 1114
RANKED,3272, 3, 3943
RANKED,3272, 4, 7145
RANKED,3273, 0, 3321
RANKED,3273, 1, 8796
RANKED,3273, 2, 589
RANKED,3273, 3, 6982
RANKED,3273, 4, 9998
RANKED,3273, 5, 5682
RANKED,3274, 0, 6339
RANKED,3274, 1, 3112
RANKED,3274, 2, 2882
RANKED,3274, 3, 4050
RANKED,3274, 4, 6866
RANKED,3274, 5, 5409
RANKED,3274, 6, 1786
RANKED,3274, 7, 5048
RANKED,3275, 0, 5331
RANKED,3275, 1, 5045
RANKED,3275, 2, 8926
RANKED,3275, 3, 4822
RANKED,3275, 4, 4168
RANKED,3275, 5, 1043
RANKED,3276, 0, 836
RANKED,3276, 1, 5855
RANKED,3276, 2, 689
RANKED,3276, 3, 4350
RANKED,3276, 4, 8174
RANKED,3277, 0, 2145
RANKED,3278, 0, 8018
RANKED,3278, 1, 829
RANKED,3278, 2, 4410
RANKED,3278, 3, 9157
RANKED,3279, 0, 858
RANKED,3279, 1, 1139
RANKED,3279, 2, 6854
RANKED,3279, 3, 8719
RANKED,3279, 4, 2034
RANKED,3279, 5, 2608
RANKED,3279, 6, 9653
RANKED,3280, 0, 4491
RANKED,3280, 1, 9001
RANKED,3280, 2, 6545
RANKED,3280, 3, 3268
RANKED,3280, 4, 4007
RANKED,3281, 0, 7340
RANKED,3281, 1, 8804
RANKED,3281, 2, 8850
RANKED,3281, 3, 5509
RANKED,3281, 4, 7360
RANKED,3281, 5, 2685
RANKED,3281, 6, 8539
RANKED,3282, 0, 1182
RANKED,3282, 1, 4101
RANKED,3282, 2, 5305
RANKED,3282, 3, 8615
RANKED,3282, 4, 8332
RANKED,3282, 5, 3612
RANKED,3282, 6, 8271
RANKED,3283, 0, 652
RANKED,3283, 1, 2170
RANKED,3283, 2, 5815
RANKED,3283, 3, 467
RANKED,3283, 4, 6560
RANKED,3284, 0, 6821
RANKED,3284, 1, 3213
RANKED,3284, 2, 8352
RANKED,3284, 3, 7763
RANKED,3284, 4, 9322
RANKED,3284, 5, 82
RANKED,3285, 0, 3449
RANKED,3285, 1, 696
RANKED,3285, 2, 7042
RANKED,3285, 3, 1659
RANKED,3285, 4, 3193
RANKED,3285, 5, 7382
RANKED,3285, 6, 3312
RANKED,3285, 7, 7321
RANKED,3286, 0, 3292
RANKED,3286, 1, 9990
RANKED,3286, 2, 1064
RANKED,3286, 3, 9475
RANKED,3287, 0, 402
RANKED,3287, 1, 2744
RANKED,3288, 0, 8944
RANKED,3288, 1, 1538
RANKED,3289, 0, 9555
RANKED,3289, 1, 8674
RANKED,3289, 2, 5487
RANKED,3289, 3, 4333
RANKED,3289, 4, 6474
RANKED,3289, 5, 7125
RANKED,3289, 6, 8189
RANKED,3289, 7, 8624
RANKED,3289, 8, 4092
RANKED,3289, 9, 1734
RANKED,3290, 0, 409
RANKED,3291, 0, 1550
RANKED,3291, 1, 7598
RANKED,3291, 2, 7346
RANKED,3291, 3, 6568
RANKED,3291, 4, 195
RANKED,3291, 5, 9526
RANKED,3292, 0, 9267
RANKED,3292, 1, 7094
RANKED,3292, 2, 76
RANKED,3292, 3, 1404
RANKED,3292, 4, 3820
RANKED,3292, 5, 5462
RANKED,3292, 6, 9822
RANKED,3292, 7, 5142
RANKED,3293, 0, 8718
RANKED,3293, 1, 118
RANKED,3293, 2, 2826
RANKED,3293, 3, 838
